experiment	harvest_year	treatment	start_date	end_date	type	operations
W/RN/3	1984	grass ley and clover grass ley first year	24-Jul-84		diary record	cut
W/RN/3	1984	grass ley and clover grass ley first year	10-Sep-84		diary record	cut
W/RN/3	1984	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	22-Sep-83		diary record	weedkiller applied to second year only MCPA with MCPB (as 'Trifolex-tra' at 7.0 l) in 250 l
W/RN/3	1984	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	30-Sep-83		diary record	Magnesian limestone applied to fifth year only at 5 tonnes
W/RN/3	1984	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	04-Oct-83		diary record	Corrective K applied to four year only
W/RN/3	1984	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	15-Nov-83		diary record	PK applied (0:18:36) at 410 kg
W/RN/3	1984	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	13-Mar-84		diary record	"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg as muriate of potash"
W/RN/3	1984	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	20-Jun-84		diary record	"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg as muriate of potash"
W/RN/3	1984	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	11-Jun-84		diary record	cut
W/RN/3	1984	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	10-Sep-84		diary record	cut
W/RN/3	1984	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	13-Dec-84		diary record	cut
W/RN/3	1984	barley first and second treatment crop	30-Sep-83		diary record	ploughed
W/RN/3	1984	barley first and second treatment crop	21-Mar-84		diary record	"spring-tine cultivated, NPK applied (20:10:10) at 400 kg, rotary harrowed, seed sown"
W/RN/3	1984	barley first and second treatment crop	24-May-84		diary record	"weedkiller applied 3,6-dichloropicolinic acid at 0.07 kg with bromoxynil octanoate at 0.34 kg and mecoprop at 2.1 kg in 250 l"
W/RN/3	1984	barley first and second treatment crop	15-Jun-84		diary record	Fungicide applied Tridemorph at 0.52 kg in 250 l
W/RN/3	1984	barley first and second treatment crop	15-Aug-84		diary record	combine harvested
W/RN/3	1984	fallow first and second treatment year	30-Sep-83		diary record	ploughed
W/RN/3	1984	fallow first and second treatment year	21-Mar-84		diary record	spring-tine cultivated
W/RN/3	1984	fallow first and second treatment year	28-Jun-84		diary record	rotary cultivated
W/RN/3	1984	fallow first and second treatment year	10-Aug-84		diary record	cultivated with thistles
W/RN/3	1984	spring beans third treatment crop	30-Sep-83		diary record	ploughed
W/RN/3	1984	spring beans third treatment crop	21-Mar-84		diary record	"spring-tine cultivated, PK applied (0:20:20) at 200 kg"
W/RN/3	1984	spring beans third treatment crop	23-Mar-84		diary record	seed sown
W/RN/3	1984	spring beans third treatment crop	24-Aug-84		diary record	combine harvested
W/RN/3	1984	winter wheat first test crop	22-Sep-83		diary record	glyphosate applied to ley glyphosate at 1.8 kg in 280 l
W/RN/3	1984	winter wheat first test crop	30-Sep-83		diary record	ploughed
W/RN/3	1984	winter wheat first test crop	04-Oct-83		diary record	Corrective K applied
W/RN/3	1984	winter wheat first test crop	05-Oct-83		diary record	"PK (0:20:20) at 310 kg, Aldicarb applied Aldicarb at 10 kg, spring-tine cultivated with crumbler attached, seed sown"
W/RN/3	1984	winter wheat first test crop	06-Oct-83		diary record	chlortoluron applied chlortoluron at 3.5 kg in 250 l.
W/RN/3	1984	winter wheat first test crop	09-Apr-84		diary record	N applied
W/RN/3	1984	winter wheat first test crop	21-Aug-84		diary record	combine harvested
W/RN/3	1984	barley second test crop	30-Sep-83		diary record	Magnesian limestone applied at 5 tonnes
W/RN/3	1984	barley second test crop	03-Oct-83		diary record	ploughed
W/RN/3	1984	barley second test crop	21-Mar-84		diary record	"spring-tine cultivated, PK (0:20:20) at 310 kg, aldicarb applied Aldicarb at 10 kg, seed sown"
W/RN/3	1984	barley second test crop	23-Mar-84		diary record	N applied
W/RN/3	1984	barley second test crop	24-May-84		diary record	"weedkiller applied 3,6-dichloropicolinic acid at 0.07 kg bromoxynil octanoate at 0.34 kg and mecoprop at 2.1 kg in 250 l."
W/RN/3	1984	barley second test crop	15-Jun-84		diary record	Fungicide applied Tridemorph at 0.52 kg in 250 l.
W/RN/3	1984	barley second test crop	15-Aug-84		diary record	combine harvested
W/RN/3	1985	grass ley and clover grass ley first year	13-Dec-84		diary record	ploughed
W/RN/3	1985	grass ley and clover grass ley first year	18-Mar-85		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1985	grass ley and clover grass ley first year	24-Apr-85		diary record	"PK applied (0:18:36) at 410 kg, N applied to grass ley only N at 50 kg as 'Nitro-chalk' (27.5% N)"
W/RN/3	1985	grass ley and clover grass ley first year	01-May-85		diary record	"spring-tine cultivated, seed sown"
W/RN/3	1985	grass ley and clover grass ley first year	17-Jun-85		diary record	hand hoed
W/RN/3	1985	grass ley and clover grass ley first year	12-Nov-85		diary record	cut
W/RN/3	1985	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	19-Oct-84		diary record	Corrective K applied to four year only
W/RN/3	1985	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	23-Oct-84		diary record	Magnesian limestone applied to fifth year only at 7.5 tonnes
W/RN/3	1985	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	06-Feb-85		diary record	PK applied (0:18:36) at 410 kg
W/RN/3	1985	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	12-Mar-85		diary record	NK applied to grass ley (25:0:16) at 300 kg
W/RN/3	1985	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	22-Jul-85		diary record	NK applied to grass ley (25:0:16) at 300 kg
W/RN/3	1985	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	12-Mar-85		diary record	K applied to clover grass ley K20 at 48 kg as muriate of potash
W/RN/3	1985	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	24-Jul-85		diary record	K applied to clover grass ley K20 at 48 kg as muriate of potash
W/RN/3	1985	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	12-Apr-85		diary record	chain harrowed
W/RN/3	1985	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	08-Jul-85		diary record	"first cut, all plots"
W/RN/3	1985	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	26-Sep-85		diary record	second cut (third and eighth years)
W/RN/3	1985	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	11-Nov-85		diary record	"second cut (second, four, fifth sixth and seventh years)"
W/RN/3	1985	barley first and second treatment crop	13-Dec-84		diary record	ploughed
W/RN/3	1985	barley first and second treatment crop	18-Mar-85		diary record	"spring-tine cultivated with crumbler attached, NPK applied (20:10:10) at 400 kg., rotary harrowed, seed sown"
W/RN/3	1985	barley first and second treatment crop	16-May-85		diary record	mecoprop with bromoxynil and ioxynil applied mecoprop at 1.2 kg with bromoxynil at 0.3 kg and ioxynil at 0.3 kg in 250 l
W/RN/3	1985	barley first and second treatment crop	27-Aug-85		diary record	combine harvested
W/RN/3	1985	fallow first and second treatment year	13-Dec-84		diary record	ploughed
W/RN/3	1985	fallow first and second treatment year	18-Mar-85		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1985	fallow first and second treatment year	01-May-85		diary record	spring-tine cultivated
W/RN/3	1985	fallow first and second treatment year	01-May-85		diary record	cultivated with thistles
W/RN/3	1985	fallow first and second treatment year	26-Jul-85		diary record	cultivated with thistles
W/RN/3	1985	fallow first and second treatment year	17-Jun-85		diary record	Deep-tine cultivated
W/RN/3	1985	fallow first and second treatment year	30-Sep-85		diary record	rotary cultivated
W/RN/3	1985	spring beans third treatment crop	13-Dec-84		diary record	ploughed
W/RN/3	1985	spring beans third treatment crop	12-Mar-85		diary record	PK applied (0:24:24) at 170 kg
W/RN/3	1985	spring beans third treatment crop	18-Mar-85		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1985	spring beans third treatment crop	03-Apr-85		diary record	seed sown with rotary cultivator and drill combination
W/RN/3	1985	spring beans third treatment crop	29-Apr-85		diary record	seed re-sown with rotary cultivator and drill combination
W/RN/3	1985	spring beans third treatment crop	17-Jun-85		diary record	rotary cultivated
W/RN/3	1985	winter wheat first test crop	01-Oct-84		diary record	glyphosate applied to ley glyphosate at 1.5 kg in 280 l
W/RN/3	1985	winter wheat first test crop	18-Oct-84		diary record	ploughed
W/RN/3	1985	winter wheat first test crop	19-Oct-84		diary record	Corrective K applied
W/RN/3	1985	winter wheat first test crop	22-Oct-84		diary record	PK applied (0:20:20) at 310 kg.
W/RN/3	1985	winter wheat first test crop	24-Oct-84		diary record	power harrowed
W/RN/3	1985	winter wheat first test crop	30-Oct-84		diary record	"Aldicarb applied Aldicarb at 10 kg., power harrowed, seed sown"
W/RN/3	1985	winter wheat first test crop	19-Apr-85		diary record	N applied;
W/RN/3	1985	winter wheat first test crop	16-May-85		diary record	mecoprop with bromoxynil and ioxynil applied mecoprop at 1.2 kg with bromoxynil at 0.3 kg and ioxynil at 0.3 kg in 250 l.
W/RN/3	1985	winter wheat first test crop	17-Jun-85		diary record	propiconazole applied propiconazole  at 0.25 kg in 250 l
W/RN/3	1985	winter wheat first test crop	02-Jul-85		diary record	propiconazole with 'Septal' applied propiconazole at 0.12 kg on the second and Carbendazim with maneb (as 'Septal' at 2.5 kg) in 250 l
W/RN/3	1985	winter wheat first test crop	02-Sep-85		diary record	combine harvested
W/RN/3	1985	spring barley second test crop	23-Oct-84		diary record	Magnesian limestone applied at 7.5 tonnes
W/RN/3	1985	spring barley second test crop	13-Dec-84		diary record	ploughed
W/RN/3	1985	spring barley second test crop	12-Mar-85		diary record	"PK applied (0:24:24) at 260 kg,"
W/RN/3	1985	spring barley second test crop	18-Mar-85		diary record	"spring-tine cultivated with crumbler attached, aldicarb applied Aldicarb at 10 kg, rotary harrowed, seed sown"
W/RN/3	1985	spring barley second test crop	28-Mar-85		diary record	N applied
W/RN/3	1985	spring barley second test crop	16-May-85		diary record	mecoprop with bromoxynil and ioxynil applied mecoprop at 1.2 kg with bromoxynil at 0.3 kg and ioxynil at 0.3 kg in 250 l.
W/RN/3	1985	spring barley second test crop	27-Aug-85		diary record	combine harvested
W/RN/3	1986	grass ley and clover grass ley first year	16-Dec-85		diary record	ploughed
W/RN/3	1986	grass ley and clover grass ley first year	10-Apr-86		diary record	rotary harrowed
W/RN/3	1986	grass ley and clover grass ley first year	07-May-86		diary record	"PK applied (0:18:36) at 410 kg, N applied at 75 Kg to grass ley and 50 kg to clover grass as 'Nitram', spiked harrowed with crumbler attached for clover grass ley only, seed sown"
W/RN/3	1986	grass ley and clover grass ley first year	07-Jul-86		diary record	topped
W/RN/3	1986	grass ley and clover grass ley first year	15-Aug-86		diary record	topped
W/RN/3	1986	grass ley and clover grass ley first year	15-Jul-86		diary record	weedkiller applied MCPA at 0.16 kg and MCPB at 1.1 kg in 240 l
W/RN/3	1986	grass ley and clover grass ley first year	12-Nov-86		diary record	cut;
W/RN/3	1986	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	22-Oct-85		diary record	Corrective K applied to four year only
W/RN/3	1986	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	29-Nov-85		diary record	Magnesian limestone applied to fifth year only at 7.5 tonnes
W/RN/3	1986	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	29-Nov-85		diary record	PK applied (0:18:36) at 410 kg
W/RN/3	1986	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	17-Apr-86		diary record	NK applied to grass ley (25:0:16) at 300 kg
W/RN/3	1986	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	25-Jun-86		diary record	NK applied to grass ley (25:0:16) at 300 kg
W/RN/3	1986	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	17-Apr-86		diary record	K applied to clover grass ley K20 at 48 kg as muriate of potash
W/RN/3	1986	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	25-Jun-86		diary record	K applied to clover grass ley K20 at 48 kg as muriate of potash
W/RN/3	1986	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	15-Jul-86		diary record	weedkiller applied MCPA at 0.16 kg and MCPB at 1.1 kg in 240 l
W/RN/3	1986	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	16-Jun-86		diary record	cut
W/RN/3	1986	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	17-Sep-86		diary record	cut
W/RN/3	1986	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	12-Nov-86		diary record	cut
W/RN/3	1986	barley first and second treatment year	16-Dec-85		diary record	ploughed
W/RN/3	1986	barley first and second treatment year	10-Apr-86		diary record	"rotary harrowed, NPK applied (20:10:10) at 400 kg., rotary harrowed, seed sown"
W/RN/3	1986	barley first and second treatment year	19-May-86		diary record	weedkiller and Fungicide applied Clopyralid at 0.07 kg with bromoxynil octanoate at 0.34 kg and mecoprop at 2.1 kg applied with Tridemorph at 0.52 kg in 250 l.
W/RN/3	1986	barley first and second treatment year	18-Aug-86		diary record	combine harvested
W/RN/3	1986	fallow first and second treatment year	16-Dec-85		diary record	ploughed
W/RN/3	1986	fallow first and second treatment year	10-Apr-86		diary record	rotary harrowed
W/RN/3	1986	fallow first and second treatment year	24-Jun-86		diary record	cultivated with thistles
W/RN/3	1986	fallow first and second treatment year	18-Jul-86		diary record	cultivated with thistles
W/RN/3	1986	winter beans third treatment crop	30-Oct-85		diary record	rotary cultivated
W/RN/3	1986	winter beans third treatment crop	31-Oct-85		diary record	"power harrowed, seed broadcast"
W/RN/3	1986	winter beans third treatment crop	01-Nov-85		diary record	"seed ploughed in, rotary harrowed"
W/RN/3	1986	winter beans third treatment crop	04-Nov-85		diary record	PK applied (0:24:24) at 170 kg.
W/RN/3	1986	winter beans third treatment crop	07-Nov-85		diary record	rolled
W/RN/3	1986	winter beans third treatment crop	14-Nov-85		diary record	Triatazine and simazine applied Triatazine at 0.72 kg with simazine at 0.10 kg in 250 l
W/RN/3	1986	winter beans third treatment crop	30-Aug-86		diary record	desiccant applied Diquat at 0.42 kg ion in 200 l
W/RN/3	1986	winter beans third treatment crop	07-Sep-86		diary record	combine harvested
W/RN/3	1986	winter wheat first test crop	10-Oct-85		diary record	glyphosate applied to ley glyphosate at 1.5 kg in 280 l
W/RN/3	1986	winter wheat first test crop	22-Oct-85		diary record	"ploughed, corrective K applied"
W/RN/3	1986	winter wheat first test crop	23-Oct-85		diary record	"PK applied (0:24:24) at 260 kg., aldicarb applied Aldicarb at 10 kg"
W/RN/3	1986	winter wheat first test crop	26-Oct-85		diary record	"power harrowed, harrowed, seed sown"
W/RN/3	1986	winter wheat first test crop	23-Apr-86		diary record	N applied
W/RN/3	1986	winter wheat first test crop	06-May-86		diary record	Herrisol' applied Dicamba with mecoprop and MCPA (as 'Herrisol' at 5.0 1) in 250 l.
W/RN/3	1986	winter wheat first test crop	01-Sep-86		diary record	combine harvested
W/RN/3	1986	barley second test crop	29-Nov-85		diary record	Magnesian limestone applied at 7.5 tonnes
W/RN/3	1986	barley second test crop	16-Dec-85		diary record	ploughed
W/RN/3	1986	barley second test crop	10-Apr-86		diary record	"PK applied (0:24:24) at 260 kg, aldicarb applied Aldicarb at 10 kg, rotary harrowed, seed sown"
W/RN/3	1986	barley second test crop	22-Apr-86		diary record	N applied
W/RN/3	1986	barley second test crop	19-May-86		diary record	weedkiller and Fungicide applied Clopyralid at 0.07 kg with bromoxynil octanoate at 0.34 kg and mecoprop at 2.1 kg applied with Tridemorph at 0.52 kg. in 250 l.
W/RN/3	1986	barley second test crop	18-Aug-86		diary record	combine harvested
W/RN/3	1987	grass ley and clover grass ley first year	19-Sep-86		diary record	glyphosate applied glyphosate at 1.4 kg in 200 l
W/RN/3	1987	grass ley and clover grass ley first year	04-Dec-86		diary record	ploughed
W/RN/3	1987	grass ley and clover grass ley first year	06-May-87		diary record	spring-tine cultivated
W/RN/3	1987	grass ley and clover grass ley first year	12-May-87		diary record	spring-tine cultivated
W/RN/3	1987	grass ley and clover grass ley first year	29-May-87		diary record	"N at 77 kg to grass ley and 50 kg to clover grass as 'Nitram', PK applied (0:18:36) at 410 kg"
W/RN/3	1987	grass ley and clover grass ley first year	01-Jun-87		diary record	"paraquat applied paraquat at 0.40 kg ion in 200 l, spiked harrowed with crumbler attached, seed sown and rolled"
W/RN/3	1987	grass ley and clover grass ley first year	17-Aug-87		diary record	"NK applied to grass ley (25:0:16) at 300 kg to grass ley, K applied to clover grass ley K20 at 48 kg as muriate of potash"
W/RN/3	1987	grass ley and clover grass ley first year	12-Aug-87		diary record	cut
W/RN/3	1987	grass ley and clover grass ley first year	15-Dec-87		diary record	cut
W/RN/3	1987	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	28-Nov-86		diary record	Magnesian limestone applied to fifth year only at 5 tonnes
W/RN/3	1987	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	26-Jan-87		diary record	Corrective K applied to four year only
W/RN/3	1987	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	10-Mar-87		diary record	PK applied (0:18:36) at 410 kg
W/RN/3	1987	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	02-Apr-87		diary record	"NK applied to grass ley (25:0:16) at 300 kg to grass ley, K applied to clover grass ley K20 at 48 kg as muriate of potash"
W/RN/3	1987	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	26-Jun-87		diary record	"NK applied to grass ley (25:0:16) at 300 kg to grass ley, K applied to clover grass ley K20 at 48 kg as muriate of potash"
W/RN/3	1987	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	17-Aug-87		diary record	"NK applied to grass ley (25:0:16) at 300 kg to grass ley, K applied to clover grass ley K20 at 48 kg as muriate of potash"
W/RN/3	1987	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	16-Jun-87		diary record	cut
W/RN/3	1987	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	12-Aug-87		diary record	cut
W/RN/3	1987	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	15-Dec-87		diary record	cut
W/RN/3	1987	barley first and second treatment crop	19-Sep-86		diary record	glyphosate applied glyphosate at 1.4 kg in 200 l
W/RN/3	1987	barley first and second treatment crop	04-Dec-86		diary record	ploughed: first treatment crop
W/RN/3	1987	barley first and second treatment crop	01-Dec-86		diary record	second treatment crop
W/RN/3	1987	barley first and second treatment crop	17-Mar-87		diary record	"spiked harrowed with crumbler attached, NPK applied (20:10:10) at 400 kg., seed sown"
W/RN/3	1987	barley first and second treatment crop	29-May-87		diary record	"Clopyralid, bromoxynil, mecoprop and Tridemorph applied Clopyralid at 0.05 kg, bromoxynil at 0.24 kg with mecoprop at 2.5 kg and Tridemorph at 0.52 kg in 200 l"
W/RN/3	1987	barley first and second treatment crop	04-Jul-87		diary record	triadimenol and Tridemorph applied triadimenol at 0.062 kg with Tridemorph at 0.37 kg in 200 l
W/RN/3	1987	barley first and second treatment crop	21-Aug-87		diary record	combine harvested
W/RN/3	1987	winter beans third treatment crop	19-Sep-86		diary record	glyphosate applied glyphosate at 1.4 kg in 200 l
W/RN/3	1987	winter beans third treatment crop	12-Nov-86		diary record	"PK applied (0:20:20) at 200 kg., seed sown, ploughed, harrowed"
W/RN/3	1987	winter beans third treatment crop	13-Nov-86		diary record	Triatazine and simazine applied Triatazine at 0.72 kg with simazine at 0.10 kg in 240 l
W/RN/3	1987	winter beans third treatment crop	26-Sep-87		diary record	combine harvested
W/RN/3	1987	fallow first and second treatment year	19-Sep-86		diary record	glyphosate applied to first year only glyphosate at 1.4 kg in 200 l
W/RN/3	1987	fallow first and second treatment year	04-Dec-86		diary record	ploughed first year
W/RN/3	1987	fallow first and second treatment year	01-Dec-86		diary record	ploughed second year
W/RN/3	1987	fallow first and second treatment year	06-May-87		diary record	spring-tine cultivated
W/RN/3	1987	fallow first and second treatment year	12-May-87		diary record	spring-tine cultivated
W/RN/3	1987	fallow first and second treatment year	29-Jun-87		diary record	cultivated with thistle bar
W/RN/3	1987	winter wheat first test crop	19-Sep-86		diary record	glyphosate applied glyphosate at 1.5 kg in 200 l
W/RN/3	1987	winter wheat first test crop	30-Sep-86		diary record	ploughed
W/RN/3	1987	winter wheat first test crop	01-Oct-86		diary record	"rolled, PK applied (0:24:24) at 260 kg."
W/RN/3	1987	winter wheat first test crop	02-Oct-86		diary record	"Carbofuran applied Carbofuran at 7.5 kg, rotary cultivated with crumbler attached, seed sown, harrowed "
W/RN/3	1987	winter wheat first test crop	26-Jan-87		diary record	Corrective K applied
W/RN/3	1987	winter wheat first test crop	14-Apr-87		diary record	"N applied, clopyralid, bromoxynil and mecoprop applied Clopyralid at 0.07 kg, bromoxynil at 0.34 kg with mecoprop at 2.5 kg in 240 l."
W/RN/3	1987	winter wheat first test crop	15-Jun-87		diary record	Fenpropimorph and chlorothalonil applied Fenpropimorph at 0.75 kg with chlorothalonil at 0.75 kg in 200 l
W/RN/3	1987	winter wheat first test crop	29-Jun-87		diary record	"propiconazole, carbendazim and maneb applied propiconazole at 0.12 kg with carbendazim and maneb (as 'Septal' at 2.5 kg) in 200 l."
W/RN/3	1987	winter wheat first test crop	07-Sep-87		diary record	combine harvested
W/RN/3	1987	spring barley second test crop	19-Sep-86		diary record	glyphosate applied glyphosate at 1.4 kg in 200 l 
W/RN/3	1987	spring barley second test crop	28-Nov-86		diary record	Magnesian limestone applied at 5 tonnes
W/RN/3	1987	spring barley second test crop	01-Dec-86		diary record	ploughed
W/RN/3	1987	spring barley second test crop	17-Mar-87		diary record	"spiked harrowed with crumbler attached, PK applied (0:20:20) at 310 kg., carbofuran applied Carbofuran at 7.5 kg, harrowed, seed sown"
W/RN/3	1987	spring barley second test crop	08-Apr-87		diary record	N applied
W/RN/3	1987	spring barley second test crop	29-May-87		diary record	"Clopyralid, bromoxynil, mecoprop and Tridemorph applied Clopyralid at 0.05 kg, bromoxynil at 0.24 kg with mecoprop at 2.5 kg and Tridemorph at 0.52 kg in 200 l"
W/RN/3	1987	spring barley second test crop	04-Jul-87		diary record	triadimenol and Tridemorph applied triadimenol at 0.062 kg with Tridemorph at 0.38 kg in 200 l.
W/RN/3	1987	spring barley second test crop	21-Aug-87		diary record	combine harvested
W/RN/3	1988	grass ley and clover grass ley first year	22-Sep-87		diary record	glyphosate applied glyphosate at 2.4 kg in 200 l
W/RN/3	1988	grass ley and clover grass ley first year	23-Feb-88		diary record	ploughed
W/RN/3	1988	grass ley and clover grass ley first year	01-Mar-88		diary record	rolled
W/RN/3	1988	grass ley and clover grass ley first year	25-Apr-88		diary record	"manures applied N at 76 kg to grass ley and 50 kg to clover grass as 'Nitram', (0:18:36) at 420 kg"
W/RN/3	1988	grass ley and clover grass ley first year	18-May-88		diary record	"spring-tine cultivated, grass ley only"
W/RN/3	1988	grass ley and clover grass ley first year	24-May-88		diary record	"spiked harrowed with crumbler attached, seed sown, rolled"
W/RN/3	1988	grass ley and clover grass ley first year	19-Jul-88		diary record	topped
W/RN/3	1988	grass ley and clover grass ley first year	13-Sep-88		diary record	cut
W/RN/3	1988	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	13-Nov-87		diary record	Corrective K applied to four year only
W/RN/3	1988	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	10-Feb-88		diary record	(0:18:36) at 560 kg applied
W/RN/3	1988	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	17-Feb-88		diary record	topped and produce removed
W/RN/3	1988	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	08-Mar-88		diary record	chain harrowed
W/RN/3	1988	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	18-Mar-88		diary record	"N K applied to grass ley (25:0:16) at 300 kg, K applied to grass/clover ley K20 at 40 kg as muriate of potash"
W/RN/3	1988	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	30-Jun-88		diary record	"N K applied to grass ley (25:0:16) at 300 kg, K applied to grass/clover ley K20 at 40 kg as muriate of potash"
W/RN/3	1988	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	16-Jun-88		diary record	cut
W/RN/3	1988	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	13-Sep-88		diary record	cut
W/RN/3	1988	spring barley first and second treatment crops	22-Sep-87		diary record	glyphosate applied to first year only glyphosate at 1.4 kg in 200 l
W/RN/3	1988	spring barley first and second treatment crops	23-Feb-88		diary record	ploughed
W/RN/3	1988	spring barley first and second treatment crops	01-Mar-88		diary record	rolled
W/RN/3	1988	spring barley first and second treatment crops	02-Mar-88		diary record	"NPK applied (20:10:10) at 400 kg., rotary harrowed with crumbler attached, seed sown"
W/RN/3	1988	spring barley first and second treatment crops	20-May-88		diary record	"Clopyralid, bromoxynil and mecoprop applied Clopyralid at 0.05 kg, bromoxynil at 0.24 kg with mecoprop at 1.8 kg in 220 l."
W/RN/3	1988	spring barley first and second treatment crops	27-May-88		diary record	Fungicide applied Tridemorph at 0.52 kg in 220 l
W/RN/3	1988	spring barley first and second treatment crops	18-Aug-88		diary record	combine harvested
W/RN/3	1988	winter beans third treatment crop	25-Nov-87		diary record	"seed broadcast, ploughed"
W/RN/3	1988	winter beans third treatment crop	10-Dec-87		diary record	Propyzamide applied Propyzamide at 0.85 kg in 200 l
W/RN/3	1988	winter beans third treatment crop	15-Dec-87		diary record	Simazine applied Simazine at 0.85 kg in 200 l.
W/RN/3	1988	winter beans third treatment crop	05-May-88		diary record	insecticide applied Deltamathrin at 0.075 kg in 220 l
W/RN/3	1988	winter beans third treatment crop	15-Jun-88		diary record	Fungicide applied Chlorothalonil at 1.5 kg in 220 l.
W/RN/3	1988	winter beans third treatment crop	06-Sep-88		diary record	desiccant applied Diquat at 0.60 kg ion in 400 l
W/RN/3	1988	winter beans third treatment crop	10-Sep-88		diary record	combine harvested
W/RN/3	1988	fallow first and second treatment year	22-Sep-87		diary record	glyphosate applied to first year only glyphosate at 1.4 kg in 200 l
W/RN/3	1988	fallow first and second treatment year	23-Feb-88		diary record	ploughed
W/RN/3	1988	fallow first and second treatment year	01-Mar-88		diary record	rolled
W/RN/3	1988	fallow first and second treatment year	18-May-88		diary record	spring-tine cultivated
W/RN/3	1988	fallow first and second treatment year	20-Jul-88		diary record	spring-tine cultivated
W/RN/3	1988	winter wheat first test crop	22-Sep-87		diary record	glyphosate applied glyphosate at 1.4 kg in 200 l
W/RN/3	1988	winter wheat first test crop	28-Oct-87		diary record	ploughed
W/RN/3	1988	winter wheat first test crop	22-Oct-87		diary record	PK applied (0:24:24) at 260 kg.
W/RN/3	1988	winter wheat first test crop	23-Oct-87		diary record	"nematicide applied Carbofuran at 7.5 kg, rotary harrowed with crumbler attached, seed sown, harrowed"
W/RN/3	1988	winter wheat first test crop	13-Nov-87		diary record	Corrective K applied
W/RN/3	1988	winter wheat first test crop	27-Apr-88		diary record	"Isoproturon, mecoprop, ioxynil and bromoxynil applied Isoproturon at 2.1 kg with mecoprop at 1.6 kg, bromoxynil at 0.20 kg and ioxynil at 0.20 kg in 220 l., N treatment applied "
W/RN/3	1988	winter wheat first test crop	22-Jun-88		diary record	Fungicides applied propiconazole at 0.12 kg and Tridemorph at 0.25 kg in 220 l.
W/RN/3	1988	winter wheat first test crop	26-Aug-88		diary record	combine harvested
W/RN/3	1988	barley second test crop	22-Sep-87		diary record	glyphosate applied glyphosate at 1.4 kg in 200 l
W/RN/3	1988	barley second test crop	23-Feb-88		diary record	ploughed
W/RN/3	1988	barley second test crop	01-Mar-88		diary record	rolled
