record_id	source_id	sequence	Experiment	harvest_year	plots	start_date_orig	start date	end_date_orig	end_date	type	flag	record	tidy_record	rate	unit	water_volume	water_volume_unit	
	264		R/HB/2	1948	all plots		30/03/1948			diary record	1	Harrowed	Harrowed					
	265		R/HB/2	1948	all plots		31/03/1948			diary record	1	seed drilled	Seed drilled					
	266		R/HB/2	1948	all plots		06/04/1948			diary record	1	Harrowed in	Harrowed in					
	267		R/HB/2	1948	all plots		10/04/1948			diary record	1	rolled	Rolled					
	268		R/HB/2	1948	all plots		05/07/1948		14/07/1948	diary record	1	Wild oats hand pulled	Wild oats hand pulled					
	269		R/HB/2	1948	all plots		30/07/1948		10/08/1948	diary record	1	Wild oats hand pulled	Wild oats hand pulled					
	270		R/HB/2	1948	all plots		09/08/1948			diary record	1	Wild oats scythed	Wild oats scythed					
	271		R/HB/2	1948	all plots		30/08/1948			diary record	1	harvested	Harvested					
	272		R/HB/2	1948	all plots		30/09/1947			diary record	1	springtine harrowed	Springtine harrowed					
	273		R/HB/2	1948	Note					diary record	1	"On plots 50, 5A and 5C, sections badly infected with wild oats were scythed out and discarded. On all other plots the full area was harvested"	"On plots 50, 5A and 5C, sections badly infected with wild oats were scythed out and discarded. On all other plots the full area was harvested"					
	274		R/HB/2	1949	all plots		11/09/1948		25/09/1948	diary record	1	ploughed	Ploughed					
	275		R/HB/2	1949	all plots		24/09/1948			diary record	1	dung applied	Dung applied					
	276		R/HB/2	1949	all plots		25/09/1948			diary record	1	ploughed in	Ploughed in					
	277		R/HB/2	1949	all plots		20/12/1948		30/12/1948	diary record	1	Reploughed	Reploughed					
	278		R/HB/2	1949	all plots		18/02/1949			diary record	1	springtine harrowed	Springtine harrowed					
	279		R/HB/2	1949	all plots		23/03/1949			diary record	1	thistles cut	Thistles cut					
	280		R/HB/2	1949	all plots		24/03/1949			diary record	1	seed drilled	Seed drilled					
	281		R/HB/2	1949	all plots		24/03/1949			diary record	1	Harrowed in	Harrowed in					
	282		R/HB/2	1949	all plots		31/03/1949			diary record	1	Ring rolled	Ring rolled					
	283		R/HB/2	1949	all plots		13/05/1949			diary record	1	sprayed with Denocate to kill off weeds	Sprayed with Denocate to kill off weeds					
	284		R/HB/2	1949	all plots		18/07/1949		28/07/1949	diary record	1	Wild oats hand pulled various days	Wild oats hand pulled various days					
	285		R/HB/2	1949	all plots		11/08/1949			diary record	1	harvested	Harvested					
	286		R/HB/2	1949	variety					diary record	1	Plumage Archer	Plumage Archer					
	287		R/HB/2	1950	all plots		24/08/1949		26/08/1949	diary record	1	ploughed	Ploughed					
	288		R/HB/2	1950	all plots		12/10/1949			diary record	1	springtined	Springtined					
	289		R/HB/2	1950	all plots		05/11/1949			diary record	1	springtined	Springtined					
	290		R/HB/2	1950	all plots		02/12/1949			diary record	1	dung applied	Dung applied					
	291		R/HB/2	1950	all plots		16/03/1950		20/03/1950	diary record	1	applied all fertilizers except silicate of soda	Applied all fertilizers except silicate of soda					
	292		R/HB/2	1950	all plots		21/03/1950			diary record	1	springtined	Springtined					
	293		R/HB/2	1950	all plots		24/03/1950			diary record	1	springtined	Springtined					
	294		R/HB/2	1950	all plots		24/03/1950			diary record	1	Harrowed	Harrowed					
	295		R/HB/2	1950	all plots		24/03/1950			diary record	1	seed drilled	Seed drilled					
	296		R/HB/2	1950	all plots		25/03/1950			diary record	1	Harrowed in	Harrowed in					
	297		R/HB/2	1950	all plots		27/03/1950			diary record	1	rolled	Rolled					
	298		R/HB/2	1950	all plots		20/04/1950			diary record	1	Silicate of soda applied	Silicate of soda applied					
	299		R/HB/2	1950	all plots		26/05/1950			diary record	1	thistles cut	Thistles cut					
	300		R/HB/2	1950	all plots		30/05/1950			diary record	1	D.N.O.C applied	D.N.O.C applied					
	301		R/HB/2	1950	all plots		14/08/1950		16/08/1950	diary record	1	harvested	Harvested					
	302		R/HB/2	1950	variety					diary record	1	Plumage Archer	Plumage Archer					
	303		R/HB/2	1951	all plots		04/09/1950			diary record	1	ploughed	Ploughed					
	304		R/HB/2	1951	all plots		01/02/1951			diary record	1	dung applied	Dung applied					
	305		R/HB/2	1951	all plots		21/04/1951			diary record	1	fertilizers applied	Fertilizers applied					
	306		R/HB/2	1951	all plots		25/04/1951			diary record	1	seed drilled	Seed drilled	bushels/acre				
	307		R/HB/2	1951	all plots		26/06/1951			diary record	1	sprayed with D.N.O.C 1 gallon per acre	Sprayed with D.N.O.C	1	gallon/acre			
	308		R/HB/2	1951	all plots		11/09/1951			diary record	1	harvested	Harvested					
	309		R/HB/2	1951	variety					diary record	1	Plumage Archer	Plumage Archer					
	310		RFW3	1856	cropped section		01/09/1856			diary record	1	harvest date	Harvested					
	311		RFW3	1857	cropped section		18/08/1857			diary record	1	harvest date	Harvested					
	312		RFW3	1858	cropped section		12/08/1858			diary record	1	harvest date	Harvested					
	313		RFW3	1859	cropped section		11/08/1859		12/08/1859	diary record	1	harvest date	Harvested					
	314		RFW3	1860	cropped section		01/10/1860		02/10/1860	diary record	1	harvest date	Harvested					
	315		RFW3	1861	cropped section		24/08/1861		26/08/1861	diary record	1	harvest date	Harvested					
	316		RFW3	1862	cropped section		05/09/1862			diary record	1	harvest date	Harvested					
	317		RFW3	1863	cropped section		19/08/1863			diary record	1	harvest date	Harvested					
	318		RFW3	1864	cropped section					diary record	1							
	319		RFW3	1865	cropped section					diary record	1							
	320		RFW3	1866	cropped section					diary record	1							
	321		RFW3	1867	cropped section		31/08/1867		02/09/1867	diary record	1	harvest date	Harvested					
	322		RFW3	1868	cropped section		25/07/1868		28/07/1868	diary record	1	harvest date	Harvested					
	323		RFW3	1869	cropped section		30/08/1869		01/09/1869	diary record	1	harvest date	Harvested					
	324		RFW3	1870	cropped section		09/08/1870		10/08/1870	diary record	1	harvest date	Harvested					
	325		RFW3	1871	cropped section		26/08/1871			diary record	1	harvest date	Harvested					
	326		RFW3	1872	cropped section		23/08/1872			diary record	1	harvest date	Harvested					
	327		RFW3	1873	cropped section		12/09/1873		16/09/1873	diary record	1	harvest date	Harvested					
	328		RFW3	1874	cropped section		12/08/1874			diary record	1	harvest date	Harvested					
	329		RFW3	1875	cropped section		23-08-1875			diary record	1	harvest date	Harvested					
	330		RFW3	1876	cropped section		21-08-1876			diary record	1	harvest date	Harvested					
	331		RFW3	1877	cropped section		23-08-1877			diary record	1	harvest date	Harvested					
	332		RFW3	1878	cropped section		13-08-1878			diary record	1	harvest date	Harvested					
	333		RFW3	1879	cropped section		17/09/1879			diary record	1	harvest date	Harvested					
	334		RFW3	1880	cropped section		20/08/1880			diary record	1	harvest date	Harvested					
	335		RFW3	1881	cropped section		15/08/1881			diary record	1	harvest date	Harvested					
	336		RFW3	1882	cropped section		16/08/1882			diary record	1	harvest date	Harvested					
	337		RFW3	1883	cropped section		25/08/1883			diary record	1	harvest date	Harvested					
	338		RFW3	1884	cropped section		06/08/1884			diary record	1	harvest date	Harvested					
	339		RFW3	1885	cropped section		13/08/1885			diary record	1	harvest date	Harvested					
	340		RFW3	1886	cropped section		26/08/1886			diary record	1	harvest date	Harvested					
	341		RFW3	1887	cropped section		11/08/1887			diary record	1	harvest date	Harvested					
	342		RFW3	1888	cropped section		08/08/1888			diary record	1	harvest date	Harvested					
	343		RFW3	1889	cropped section		20/08/1889		21/08/1889	diary record	1	harvest date	Harvested					
	344		RFW3	1890	cropped section		09/08/1890			diary record	1	harvest date	Harvested					
	345		RFW3	1891	cropped section		02/09/1891			diary record	1	harvest date	Harvested					
	346		RFW3	1892	cropped section		23/08/1892			diary record	1	harvest date	Harvested					
	347		RFW3	1893	cropped section		31/07/1893		01/08/1893	diary record	1	harvest date	Harvested					
	348		RFW3	1894	cropped section		21/08/1894			diary record	1	harvest date	Harvested					
	349		RFW3	1895	cropped section		09/08/1895			diary record	1	harvest date	Harvested					
	350		RFW3	1896	cropped section		25/07/1896			diary record	1	harvest date	Harvested					
	351		RFW3	1897	cropped section		13/08/1897			diary record	1	harvest date	Harvested					
	352		RFW3	1898	cropped section		13/08/1898			diary record	1	harvest date	Harvested					
	353		RFW3	1899	cropped section		11/08/1899			diary record	1	harvest date	Harvested					
	354		RFW3	1900	cropped section		11/08/1900		13/08/1900	diary record	1	harvest date	Harvested					
	355		RFW3	1901	cropped section		13/08/1901		14/08/1901	diary record	1	harvest date	Harvested					
	356		RFW3	1902	cropped section		28/08/1902			diary record	1	harvest date	Harvested					
	357		RFW3	1903	cropped section		03/09/1903			diary record	1	harvest date	Harvested					
	358		RFW3	1904	cropped section		08/08/1904			diary record	1	harvest date	Harvested					
	359		RFW3	1905	cropped section		01/08/1905			diary record	1	harvest date	Harvested					
	360		RFW3	1906	cropped section		13/08/1906			diary record	1	harvest date	Harvested					
	361		RFW3	1907	cropped section		24/08/1907			diary record	1	harvest date	Harvested					
	362		RFW3	1908	cropped section		21/08/1908			diary record	1	harvest date	Harvested					
	363		RFW3	1909	cropped section		10/09/1909			diary record	1	harvest date	Harvested					
	364		RFW3	1910	cropped section		19/08/1910			diary record	1	harvest date	Harvested					
	365		RFW3	1911	cropped section		04/08/1911			diary record	1	harvest date	Harvested					
	366		RFW3	1912	cropped section		21/08/1912		22/08/1912	diary record	1	harvest date	Harvested					
	367		RFW3	1913	cropped section		01/09/1913		??	diary record	1	harvest date	Harvested					
	368		RFW3	1914	cropped section		04/08/1914			diary record	1	harvest date	Harvested					
	369		RFW3	1915	cropped section		30/08/1915			diary record	1	harvest date	Harvested					
	370		RFW3	1916	cropped section		28/08/1916			diary record	1	harvest date	Harvested					
	371		RFW3	1917	cropped section		22/08/1917			diary record	1	harvest date	Harvested					
	372		RFW3	1918	cropped section		20/08/1918		??	diary record	1	harvest date	Harvested					
	373		RFW3	1919	cropped section		27/08/1919		??	diary record	1	harvest date	Harvested					
	374		RFW3	1920	cropped section		17/08/1920			diary record	1	harvest date	Harvested					
	375		RFW3	1921	cropped section		28/07/1921			diary record	1	harvest date	Harvested					
	376		RFW3	1922	cropped section		06/09/1922			diary record	1	harvest date	Harvested					
	377		RFW3	1923	cropped section		16/08/1923			diary record	1	harvest date	Harvested					
	378		RFW3	1924	cropped section		06/09/1924		??	diary record	1	harvest date	Harvested					
	379		RFW3	1925	cropped section		18/08/1925			diary record	1	harvest date	Harvested					
	380		RFW3	1926	cropped section					diary record	1							
	381		RFW3	1927	cropped section		31/08/1927			diary record	1	harvest date	Harvested					
	382		RFW3	1928	cropped section		22/08/1928			diary record	1	harvest date	Harvested					
	383		RFW3	1929	cropped section		21/08/1929			diary record	1	harvest date	Harvested					
	384		RFW3	1930	cropped section		14/08/1930			diary record	1	harvest date	Harvested					
	385		RFW3	1931	cropped section		21/08/1931			diary record	1	harvest date	Harvested					
	386		RFW3	1932	cropped section		10/08/1932			diary record	1	harvest date	Harvested					
	387		RFW3	1874	cropped section		30/10/1873			diary record	1	seed sown	Seed sown					
	388		RFW3	1880	cropped section		29/10/1879			diary record	1	seed sown	Seed sown					
	389		RFW3	1881	cropped section		26/10/1880			diary record	1	seed sown	Seed sown					
	390		RFW3	1883	cropped section		07/11/1882			diary record	1	seed sown	Seed sown					
	391		RFW3	1884	cropped section		23/10/1883			diary record	1	seed sown	Seed sown					
	392		RFW3	1885	cropped section		25/10/1884			diary record	1	seed sown	Seed sown					
	393		RFW3	1886	cropped section		25/10/1885			diary record	1	seed sown	Seed sown					
	394		RFW3	1887	cropped section		26/10/1886			diary record	1	seed sown	Seed sown					
	395		RFW3	1889	cropped section		01/11/1888			diary record	1	seed sown	Seed sown					
	396		RFW3	1890	cropped section		05/11/1889			diary record	1	seed sown	Seed sown					
	397		RFW3	1891	cropped section		25/10/1890			diary record	1	seed sown	Seed sown					
	398		RFW3	1894	cropped section		25/10/1893			diary record	1	seed sown	Seed sown					
	399		RFW3	1895	cropped section		22/10/1894			diary record	1	seed sown	Seed sown					
	400		RFW3	1896	cropped section		23/10/1895			diary record	1	seed sown	Seed sown					
	401		RFW3	1898	cropped section		20/10/1897			diary record	1	seed sown	Seed sown					
	402		RFW3	1899	cropped section		31/10/1898			diary record	1	seed sown	Seed sown					
	403		RFW3	1900	cropped section		23/10/1899			diary record	1	seed sown	Seed sown					
	404		RFW3	1901	cropped section		23/10/1900			diary record	1	seed sown	Seed sown					
	405		RFW3	1902	cropped section		23/10/1901			diary record	1	seed sown	Seed sown					
	406		RFW3	1903	cropped section		31/10/1902			diary record	1	seed sown	Seed sown					
	407		RFW3	1905	cropped section		19/10/1904			diary record	1	seed sown	Seed sown					
	408		RFW3	1906	cropped section		19/12/1905			diary record	1	seed sown	Seed sown					
	409		RFW3	1907	cropped section		16/10/1906			diary record	1	seed sown	Seed sown					
	410		RFW3	1908	cropped section		07/11/1907			diary record	1	seed sown	Seed sown					
	411		RFW3	1909	cropped section		26/10/1908			diary record	1	seed sown	Seed sown					
	412		RFW3	1910	cropped section		27/11/1909			diary record	1	seed sown	Seed sown					
	413		RFW3	1911	cropped section		22/10/1910			diary record	1	seed sown	Seed sown					
	414		RFW3	1912	cropped section		7/??/1911			diary record	1	seed sown	Seed sown					
	415		RFW3	1913	cropped section		21/10/1912			diary record	1	seed sown	Seed sown					
	416		RFW3	1914	cropped section		03/11/1913			diary record	1	seed sown	Seed sown					
	417		RFW3	1915	cropped section		03/11/1914			diary record	1	seed sown	Seed sown					
	418		RFW3	1917	cropped section		01/11/1916			diary record	1	seed sown	Seed sown					
	419		RFW3	1919	cropped section		26/10/1918			diary record	1	seed sown	Seed sown					
	420		RFW3	1920	cropped section		27/10/1919			diary record	1	seed sown	Seed sown					
	421		RFW3	1921	cropped section		05/11/1920			diary record	1	seed sown	Seed sown					
	422		RFW3	1922	cropped section		29/10/1921			diary record	1	seed sown	Seed sown					
	423		RFW3	1923	cropped section		02/11/1922			diary record	1	seed sown	Seed sown					
	424		RFW3	1924	cropped section		12/11/1923			diary record	1	seed sown	Seed sown					
	425		RFW3	1929	cropped section		09/10/1928			diary record	1	seed sown	Seed sown					
	426		RFW3	1930	cropped section		15/10/1929			diary record	1	seed sown	Seed sown					
	427		RFW3	1931	cropped section		17/10/1930			diary record	1	seed sown	Seed sown					
	428		RFW3	1932	cropped section		14/10/1931			diary record	1	seed sown	Seed sown					
	429		RFW3	1874	cropped section		September 1873			diary record	1	ploughed	Ploughed					
	430		RFW3	1880	cropped section		28/10/1879			diary record	1	ploughed	Ploughed					
	431		RFW3	1884	cropped section		13/10/1883			diary record	1	ploughed	Ploughed					
	432		RFW3	1886	cropped section		Sept 1885			diary record	1	ploughed	Ploughed					
	433		RFW3	1887	cropped section		02/10/1886			diary record	1	ploughed	Ploughed					
	434		RFW3	1888	cropped section		21/09/1887			diary record	1	ploughed	Ploughed					
	435		RFW3	1891	cropped section		11/09/1890			diary record	1	ploughed	Ploughed					
	436		RFW3	1895	cropped section		16/10/1894			diary record	1	ploughed	Ploughed					
	437		RFW3	1896	cropped section		21/09/1895			diary record	1	ploughed	Ploughed					
	438		RFW3	1899	cropped section		07/10/1898			diary record	1	ploughed	Ploughed					
	439		RFW3	1903	cropped section		06/10/1902			diary record	1	ploughed	Ploughed					
	440		RFW3	1907	cropped section		04/10/1906			diary record	1	ploughed	Ploughed					
	441		RFW3	1908	cropped section		01/11/1907			diary record	1	ploughed	Ploughed					
	442		RFW3	1909	cropped section		21/10/1908			diary record	1	ploughed	Ploughed					
	443		RFW3	1910	cropped section		27/09/1909			diary record	1	ploughed	Ploughed					
	444		RFW3	1913	cropped section		21/10/1912			diary record	1	ploughed	Ploughed					
	445		RFW3	1915	cropped section		19/09/1914			diary record	1	ploughed	Ploughed					
	446		RFW3	1918	cropped section		04/09/1917			diary record	1	ploughed	Ploughed					
	447		RFW3	1919	cropped section		16/10/1918			diary record	1	ploughed	Ploughed					
	448		RFW3	1922	cropped section		22/10/1921			diary record	1	ploughed	Ploughed					
	449		RFW3	1929	cropped section		17/09/1928			diary record	1	ploughed	Ploughed					
