ï»¿source_id,experiment,harvest_year,plot,start year,orig_record,record,flag,amount,unit,water_volume,water_unit,suffix
7583,W/RN/3,1993,fallow first and second treatment year rotation AF:,08-Jul-93,rotary cultivated.,Rotary cultivated,1,,,,,
7584,W/RN/3,1993,Winter wheat first test crop W:,29-Sep-92,Roundup at 4.0 1 in 200 l.,Roundup,1,4.0,l/ha,200,l/ha,
7585,W/RN/3,1993,Winter wheat first test crop W:,06-Oct-92,"PK as (0:24:24) at 260 kg, ploughed, Yaltox at 150 kg, spring-tine cultivated.",PK as (0:24:24),1,,,260,-,
7585,W/RN/3,1993,Winter wheat first test crop W:,06-Oct-92,"PK as (0:24:24) at 260 kg, ploughed, Yaltox at 150 kg, spring-tine cultivated.",Ploughed,1,,,-,-,
7585,W/RN/3,1993,Winter wheat first test crop W:,06-Oct-92,"PK as (0:24:24) at 260 kg, ploughed, Yaltox at 150 kg, spring-tine cultivated.",Yaltox,1,150,kg/ha,-,-,
7585,W/RN/3,1993,Winter wheat first test crop W:,06-Oct-92,"PK as (0:24:24) at 260 kg, ploughed, Yaltox at 150 kg, spring-tine cultivated.",Spring-tine cultivated,1,,,-,-,
7586,W/RN/3,1993,Winter wheat first test crop W:,07-Oct-92,"rotary harrowed, Mercia, dressed Cerevax, drilled at 380 seed per square are.",Rotary harrowed,1,,,,,
7586,W/RN/3,1993,Winter wheat first test crop W:,07-Oct-92,"rotary harrowed, Mercia, dressed Cerevax, drilled at 380 seed per square are.","Mercia, dressed Cerevax, drilled",1,380,seed per square are,,,
7587,W/RN/3,1993,Winter wheat first test crop W:,19-Oct-92,Prebane 500 SC at 3.0 1 in 200 l.,Prebane 500 SC,1,3.0,l/ha,200,l/ha,
7588,W/RN/3,1993,Winter wheat first test crop W:,05-Apr-93,LN7. 140 and 210: applied as 27% N.,N70 27.0% N,1,70,kgN/ha,,,
7588,W/RN/3,1993,Winter wheat first test crop W:,05-Apr-93,LN7. 140 and 210: applied as 27% N.,N140 27.0% N,1,140,kgN/ha,,,
7588,W/RN/3,1993,Winter wheat first test crop W:,05-Apr-93,LN7. 140 and 210: applied as 27% N.,N210 27.0% N,1,210,kgN/ha,,,
7589,W/RN/3,1993,Winter wheat first test crop W:,15-Apr-93,new SC Cycocel at 2.5 1 with ally at 0.03 kg in 200 l.,New SC Cycocel,1,2.5,l/ha,200,l/ha,
7589,W/RN/3,1993,Winter wheat first test crop W:,15-Apr-93,new SC Cycocel at 2.5 1 with ally at 0.03 kg in 200 l.,Ally,1,0.03,kg/ha,200,l/ha,
7590,W/RN/3,1993,Winter wheat first test crop W:,01-Jun-93,Baylaton at 0.50 kg with Mistral at 0.50 1 in 200 l.,Baylaton,1,0.50,kg/ha,200,l/ha,
7590,W/RN/3,1993,Winter wheat first test crop W:,01-Jun-93,Baylaton at 0.50 kg with Mistral at 0.50 1 in 200 l.,Mistral,1,0.50,l/ha,200,l/ha,
7591,W/RN/3,1993,Winter wheat first test crop W:,22-Jun-93,during at l.0 1 in 200 l.,Dorin,1,1.0,l/ha,200,l/ha,
7592,W/RN/3,1993,Winter wheat first test crop W:,17-Aug-93,combine harvested.,Combine harvested,1,,,,,
7593,W/RN/3,1993,Winter rye second test crop R:,14-Sep-92,ploughed.,Ploughed,1,,,,,
7594,W/RN/3,1993,Winter rye second test crop R:,06-Oct-92,"PK as (0:24:24) at 260 kg, Yaltox at 150 kg and dolomite at 5.0 t, spring-tine cultivated.",PK as (0:24:24),1,,,260,-,
7594,W/RN/3,1993,Winter rye second test crop R:,06-Oct-92,"PK as (0:24:24) at 260 kg, Yaltox at 150 kg and dolomite at 5.0 t, spring-tine cultivated.",Yaltox,1,150,kg/ha,-,-,
7594,W/RN/3,1993,Winter rye second test crop R:,06-Oct-92,"PK as (0:24:24) at 260 kg, Yaltox at 150 kg and dolomite at 5.0 t, spring-tine cultivated.",Dolomite,1,5.0,t/ha,-,-,
7594,W/RN/3,1993,Winter rye second test crop R:,06-Oct-92,"PK as (0:24:24) at 260 kg, Yaltox at 150 kg and dolomite at 5.0 t, spring-tine cultivated.",Spring-tine cultivated,1,,,-,-,
7595,W/RN/3,1993,Winter rye second test crop R:,07-Oct-92,"rotary harrowed, Manod, dressed Baytan, drilled at 350 seed per square are.",Rotary harrowed,1,,,,,
7595,W/RN/3,1993,Winter rye second test crop R:,07-Oct-92,"rotary harrowed, Manod, dressed Baytan, drilled at 350 seed per square are.","Manod, dressed Baytan, drilled",1,350,seed per square are,,,
7596,W/RN/3,1993,Winter rye second test crop R:,19-Oct-92,Prebane 500 SC at 3.0 1 in 200 l.,Prebane 500 SC,1,3.0,l/ha,200,l/ha,
7597,W/RN/3,1993,Winter rye second test crop R:,06-Apr-93,W 30. 60 and 90: applied as 27% N.,N30 27.0% N,1,30,kgN/ha,,,
7597,W/RN/3,1993,Winter rye second test crop R:,06-Apr-93,W 30. 60 and 90: applied as 27% N.,N60 27.0% N,1,60,kgN/ha,,,
7597,W/RN/3,1993,Winter rye second test crop R:,06-Apr-93,W 30. 60 and 90: applied as 27% N.,N90 27.0% N,1,90,kgN/ha,,,
7598,W/RN/3,1993,Winter rye second test crop R:,15-Apr-93,new 5C Cycocel at 2.5 1 with ally at 0.03 kg in 200 l.,New 5C Cycocel,1,2.5,l/ha,200,l/ha,
7598,W/RN/3,1993,Winter rye second test crop R:,15-Apr-93,new 5C Cycocel at 2.5 1 with ally at 0.03 kg in 200 l.,Ally,1,0.03,kg/ha,200,l/ha,
7599,W/RN/3,1993,Winter rye second test crop R:,01-Jun-93,Baylaton at 0.50 kg with Mistral at 0.50 1 in 200 l.,Baylaton,1,0.50,kg/ha,200,l/ha,
7599,W/RN/3,1993,Winter rye second test crop R:,01-Jun-93,Baylaton at 0.50 kg with Mistral at 0.50 1 in 200 l.,Mistral,1,0.50,l/ha,200,l/ha,
7600,W/RN/3,1993,Winter rye second test crop R:,22-Jun-93,during at l.0 1 in 200 l.,Dorin,1,1.0,l/ha,200,l/ha,
7601,W/RN/3,1993,Winter rye second test crop R:,16-Aug-93,combine harvested.,Combine harvested,1,,,,,
7602,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,19-Aug-93,Roundup at 5.33 1 in 200 l.,Roundup,1,5.33,l/ha,200,l/ha,
7603,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,10-Sep-93,ploughed.,Ploughed,1,,,,,
7604,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,17-Sep-93,LN1 and LLN1 only: 27% N at 280 kg.,LN1 and LLN1 only: 27% N,1,,,280,kg/ha,
7605,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,17-Sep-93,LC1 and LLC1 only: 27% N at 186 kg.,LC1 and LLC1 only: 27% N,1,,,186,kg/ha,
7606,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,24-Sep-93,rotary harrowed.,Rotary harrowed,1,,,,,
7607,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,24-Sep-93,LN1 and LLN1 only: 50% Bundy meadow fescue and 50% Beret timothy mixture drilled at 30 kg.,LN1 and LLN1 only: 50% Bundy meadow fescue and 50% Beret timothy mixture drilled,1,30,kg,,,
7608,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,24-Sep-93,"LC1 and LLC1 only: 45% Bundy meadow fescue, 45% Beret timothy and 10% Huia white clover mixture drilled at 30 kg.","LC1 and LLC1 only: 45% Bundy meadow fescue, 45% Beret timothy and 10% Huia white clover mixture drilled",1,30,kg,,,
7609,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,18-Apr-94,PK as (0:18:36) at 417 kg.,PK as (0:18:36),1,,,417,kg/ha,
7610,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,18-Apr-94,LN1 and LLN1 only: NK as (25:0:16) at 300 kg.,LN1 and LLN1 only: NK as (25:0:16),1,,,300,kg/ha,
7611,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,18-Apr-94,LC1 and LLC1 only: muriate of potash at 80 kg.,LC1 and LLC1 only: muriate of potash,1,,,80,kg/ha,
7612,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,08-Jun-94,first cut.,First cut,1,,,,,
7613,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,10-Jun-94,Produce removed.,Produce removed,1,,,,,
7614,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,14-Jun-94,LN1 and LLN1 only: NK at (25:60:16) at 300 kg.,LN1 and LLN1 only: NK,1,,,(25:60:16),kg/ha,
7615,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,14-Jun-94,LC1 and LLC1 only: muriate of potash at 80 kg.,LC1 and LLC1 only: muriate of potash,1,,,80,kg/ha,
7616,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,15-Jun-94,chalking harrowed.,Chalking harrowed,1,,,,,
7617,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,02-Sep-94,second cut.,Second cut,1,,,,,
7618,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,03-Oct-94,remainder of plot cut.,Remainder of plot cut,1,,,,,
7619,W/RN/3,1994,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,04-Oct-94,Produce removed.,Produce removed,1,,,,,
7620,W/RN/3,1994,grass ley second to eighth year rotation LLN2-3 LLN2-8:,21-Oct-93,LLN5 only: Dolomite at 5.0 ?t.,LLN5 only: Dolomite,1,5.0,t/ha,,,
7621,W/RN/3,1994,grass ley second to eighth year rotation LLN2-3 LLN2-8:,18-Apr-94,"PK as (0:18:36) at 417 kg, NK as (25:0:16) at 300 kg.",PK as (0:18:36),1,,,417,kg/ha,
7621,W/RN/3,1994,grass ley second to eighth year rotation LLN2-3 LLN2-8:,18-Apr-94,"PK as (0:18:36) at 417 kg, NK as (25:0:16) at 300 kg.",NK as (25:0:16),1,,,300,kg/ha,
7622,W/RN/3,1994,grass ley second to eighth year rotation LLN2-3 LLN2-8:,08-Jun-94,first cut.,First cut,1,,,,,
7623,W/RN/3,1994,grass ley second to eighth year rotation LLN2-3 LLN2-8:,10-Jun-94,Produce removed.,Produce removed,1,,,,,
7624,W/RN/3,1994,grass ley second to eighth year rotation LLN2-3 LLN2-8:,14-Jun-94,NK as (25:0:16) at 300 kg.,NK as (25:0:16),1,,,300,kg/ha,
7625,W/RN/3,1994,grass ley second to eighth year rotation LLN2-3 LLN2-8:,15-Jun-94,chalking harrowed.,Chalking harrowed,1,,,,,
7626,W/RN/3,1994,grass ley second to eighth year rotation LLN2-3 LLN2-8:,02-Sep-94,second cut.,Second cut,1,,,,,
7627,W/RN/3,1994,grass ley second to eighth year rotation LLN2-3 LLN2-8:,03-Oct-94,remainder of plot cut.,Remainder of plot cut,1,,,,,
7628,W/RN/3,1994,grass ley second to eighth year rotation LLN2-3 LLN2-8:,04-Oct-94,Produce removed.,Produce removed,1,,,,,
7629,W/RN/3,1994,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,21-Oct-93,LLC5 only: Dolomite at 5.0 t.,LLC5 only: Dolomite,1,5.0,t/ha,,,
7630,W/RN/3,1994,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,18-Apr-94,"PK as (0:18:36) at 417 kg, muriate of potash at 80 kg.",PK as (0:18:36),1,,,417,kg/ha,
7630,W/RN/3,1994,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,18-Apr-94,"PK as (0:18:36) at 417 kg, muriate of potash at 80 kg.",Muriate of potash,1,,,80,kg/ha,
7631,W/RN/3,1994,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,08-Jun-94,first cut.,First cut,1,,,,,
7632,W/RN/3,1994,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,10-Jun-94,Produce removed.,Produce removed,1,,,,,
7633,W/RN/3,1994,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,14-Jun-94,muriate of potash at 80 kg.,Muriate of potash,1,,,80,kg/ha,
7634,W/RN/3,1994,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,15-Jun-94,chalking harrowed.,Chalking harrowed,1,,,,,
7635,W/RN/3,1994,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,02-Sep-94,second cut.,Second cut,1,,,,,
7636,W/RN/3,1994,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,03-Oct-94,remainder of plot cut.,Remainder of plot cut,1,,,,,
7637,W/RN/3,1994,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,04-Oct-94,Produce removed.,Produce removed,1,,,,,
7638,W/RN/3,1994,spring barley first and second treatment crop rotation AB:,15-Mar-94,ploughed.,Ploughed,1,,,,,
7639,W/RN/3,1994,spring barley first and second treatment crop rotation AB:,18-Mar-94,NPK as (20:10:10) at 400 kg.,NPK as (20:10:10),1,,,400,kg/ha,
7640,W/RN/3,1994,spring barley first and second treatment crop rotation AB:,21-Mar-94,"rotary harrowed, Alexis dressed Panoctine Opus drilled at 325 seed per m2.",Rotary harrowed,1,,,,,
7640,W/RN/3,1994,spring barley first and second treatment crop rotation AB:,21-Mar-94,"rotary harrowed, Alexis dressed Panoctine Opus drilled at 325 seed per m2.",Alexis dressed Panoctine Opus drilled,1,325,seed per m2,,,
7641,W/RN/3,1994,spring barley first and second treatment crop rotation AB:,19-May-94,Vindex at LN1 1 with Duplosan new System CMPP at 2.0 1 in 200 l.,Vindex,1,1.1,l/ha,200,l/ha,
7641,W/RN/3,1994,spring barley first and second treatment crop rotation AB:,19-May-94,Vindex at LN1 1 with Duplosan new System CMPP at 2.0 1 in 200 l.,Duplosan new System CMPP,1,2.0,l/ha,200,l/ha,
7642,W/RN/3,1994,spring barley first and second treatment crop rotation AB:,12-Jun-94,Radar at 0.5 1 in 200 l.,Radar,1,0.50,l/ha,200,l/ha,
7643,W/RN/3,1994,spring barley first and second treatment crop rotation AB:,21-Aug-94,combine harvested.,Combine harvested,1,,,,,
7644,W/RN/3,1994,Winter beans third treatment crop rotation AF and AB:,19-Aug-93,AB only: Roundup at 5.33 1 in 200 l.,AB only: Roundup,1,5.33,l/ha,200,l/ha,
7645,W/RN/3,1994,Winter beans third treatment crop rotation AF and AB:,21-Oct-93,"PK as (0:24:24) at 168 kg. Punch broadcast at 24 seed per m2, ploughed.",PK as (0:24:24),1,,,168,kg/ha,
7645,W/RN/3,1994,Winter beans third treatment crop rotation AF and AB:,21-Oct-93,"PK as (0:24:24) at 168 kg. Punch broadcast at 24 seed per m2, ploughed.",Punch broadcast,1,24,seeds/m2,,,
7645,W/RN/3,1994,Winter beans third treatment crop rotation AF and AB:,21-Oct-93,"PK as (0:24:24) at 168 kg. Punch broadcast at 24 seed per m2, ploughed.",Ploughed,1,,,,,
7646,W/RN/3,1994,Winter beans third treatment crop rotation AF and AB:,10-Feb-94,Carbatamex at 3.0 kg in 200 l.,Carbatamex,1,3.0,kg/ha,200,l/ha,
7647,W/RN/3,1994,Winter beans third treatment crop rotation AF and AB:,09-May-94,Rovral fallow at LN5 1 with Bravo at l.0 1 in 200 l.,Rovral fallow at LN5 l,1,,,200,l/ha,
7647,W/RN/3,1994,Winter beans third treatment crop rotation AF and AB:,09-May-94,Rovral fallow at LN5 1 with Bravo at l.0 1 in 200 l.,Bravo,1,1.0,l/ha,200,l/ha,
7648,W/RN/3,1994,Winter beans third treatment crop rotation AF and AB:,12-Jun-94,Rovral fallow at LN5 1 with Bravo at l.0 1 in 300 l.,Rovral fallow at LN5 l,1,,,300,l/ha,
7648,W/RN/3,1994,Winter beans third treatment crop rotation AF and AB:,12-Jun-94,Rovral fallow at LN5 1 with Bravo at l.0 1 in 300 l.,Bravo,1,1.0,l/ha,300,l/ha,
7649,W/RN/3,1994,Winter beans third treatment crop rotation AF and AB:,19-Aug-94,combine harvested.,Combine harvested,1,,,,,
7650,W/RN/3,1994,fallow first and second treatment year rotation AF:,19-Aug-93,after rye only: Roundup at 5.33 1 in 200 l.,After rye only: Roundup,1,5.33,l/ha,200,l/ha,
7651,W/RN/3,1994,fallow first and second treatment year rotation AF:,10-Sep-93,after rye only: ploughed.,After rye only: ploughed,1,,,,,
7652,W/RN/3,1994,fallow first and second treatment year rotation AF:,24-Sep-93,after rye only: rotary harrowed with crumbler attached.,After rye only: rotary harrowed with crumbler attached,1,,,,,
7653,W/RN/3,1994,fallow first and second treatment year rotation AF:,19-Apr-94,hay spring-tine cultivated.,Heavy spring-tine cultivated,1,,,,,
7654,W/RN/3,1994,fallow first and second treatment year rotation AF:,27-Jun-94,rotary cultivated.,Rotary cultivated,1,,,,,
7655,W/RN/3,1994,Winter wheat first test crop W:,21-Oct-93,ploughed.,Ploughed,1,,,,,
7656,W/RN/3,1994,Winter wheat first test crop W:,22-Oct-93,PK as (0:24:24) at 260 kg.,PK as (0:24:24),1,,,260,kg/ha,
7657,W/RN/3,1994,Winter wheat first test crop W:,22-Oct-93,Yaltox at 150 kg.,Yaltox,1,150,kg/ha,,,
7658,W/RN/3,1994,Winter wheat first test crop W:,22-Oct-93,rotary harrowed,Rotary harrowed,1,,,,,
7659,W/RN/3,1994,Winter wheat first test crop W:,22-Oct-93,"Mercia, dressed Panoctine, drilled at 325 seed per m2.","Mercia, dressed Panoctine, drilled",1,325,seed per m2,,,
7660,W/RN/3,1994,Winter wheat first test crop W:,19-Apr-94,LN7. 140 and 210: applied as 27% N.,N70 27.0% N,1,70,kgN/ha,,,
7660,W/RN/3,1994,Winter wheat first test crop W:,19-Apr-94,LN7. 140 and 210: applied as 27% N.,N140 27.0% N,1,140,kgN/ha,,,
7660,W/RN/3,1994,Winter wheat first test crop W:,19-Apr-94,LN7. 140 and 210: applied as 27% N.,N210 27.0% N,1,210,kgN/ha,,,
7661,W/RN/3,1994,Winter wheat first test crop W:,01-May-94,Oxytril CM at LN5 1 with Duplosan new System CMPP at 2.0 1 and Halo at LN5 1 in 200 l.,Oxytril CM at LN5 l,1,,,200,l/ha,
7661,W/RN/3,1994,Winter wheat first test crop W:,01-May-94,Oxytril CM at LN5 1 with Duplosan new System CMPP at 2.0 1 and Halo at LN5 1 in 200 l.,Duplosan new System CMPP,1,2.0,l/ha,200,l/ha,
7661,W/RN/3,1994,Winter wheat first test crop W:,01-May-94,Oxytril CM at LN5 1 with Duplosan new System CMPP at 2.0 1 and Halo at LN5 1 in 200 l.,Halo at LN5 1,1,,,200,l/ha,
7662,W/RN/3,1994,Winter wheat first test crop W:,30-May-93,Cyclone at l.0 1 with Mistral at 0.5-1 in 200 l.,Cyclone,1,1.0,l/ha,200,l/ha,
7662,W/RN/3,1994,Winter wheat first test crop W:,30-May-93,Cyclone at l.0 1 with Mistral at 0.5-1 in 200 l.,Mistral,1,0.50,l/ha,200,l/ha,
7663,W/RN/3,1994,Winter wheat first test crop W:,14-Jun-94,rotation at 0.84 1 in 200 l.,Rotation,1,0.84,l/ha,200,l/ha,
7664,W/RN/3,1994,Winter wheat first test crop W:,15-Aug-94,combine harvested.,Combine harvested,1,,,,,
7665,W/RN/3,1994,Winter rye second test crop R:,19-Aug-93,Roundup at 5.33 1 in 200 l.,Roundup,1,5.33,l/ha,200,l/ha,
7666,W/RN/3,1994,Winter rye second test crop R:,21-Oct-93,Dolomite at 5 t. ploughed.,Dolomite,1,5,t/ha,,,
7666,W/RN/3,1994,Winter rye second test crop R:,21-Oct-93,Dolomite at 5 t. ploughed.,Ploughed,1,,,,,
7667,W/RN/3,1994,Winter rye second test crop R:,22-Oct-93,"PK as (0:24:24) at 260 kg. Yaltox at 150 kg. rotary harrowed, Manod, dressed Baytan, drilled at 350 seed per m2.",PK as (0:24:24),1,,,260,kg/ha,
7667,W/RN/3,1994,Winter rye second test crop R:,22-Oct-93,"PK as (0:24:24) at 260 kg. Yaltox at 150 kg. rotary harrowed, Manod, dressed Baytan, drilled at 350 seed per m2.",Yaltox,1,150,kg/ha,,,
7667,W/RN/3,1994,Winter rye second test crop R:,22-Oct-93,"PK as (0:24:24) at 260 kg. Yaltox at 150 kg. rotary harrowed, Manod, dressed Baytan, drilled at 350 seed per m2.",Rotary harrowed,1,,,,,
7667,W/RN/3,1994,Winter rye second test crop R:,22-Oct-93,"PK as (0:24:24) at 260 kg. Yaltox at 150 kg. rotary harrowed, Manod, dressed Baytan, drilled at 350 seed per m2.","Manod, dressed Baytan, drilled",1,350,seed per m2,,,
7668,W/RN/3,1994,Winter rye second test crop R:,20-Apr-94,LN3. 60 and 90: applied as 27% N.,N30 27.0% N,1,30,kgN/ha,,,
7668,W/RN/3,1994,Winter rye second test crop R:,20-Apr-94,LN3. 60 and 90: applied as 27% N.,N60 27.0% N,1,60,kgN/ha,,,
7668,W/RN/3,1994,Winter rye second test crop R:,20-Apr-94,LN3. 60 and 90: applied as 27% N.,N90 27.0% N,1,90,kgN/ha,,,
7669,W/RN/3,1994,Winter rye second test crop R:,01-May-94,Vindex at LN4 1 with Starane 2 at 0.5 1 and new 5C Cycocel at 2.5 1 in 200 l.,Vindex,1,1.4,l/ha,200,l/ha,
7669,W/RN/3,1994,Winter rye second test crop R:,01-May-94,Vindex at LN4 1 with Starane 2 at 0.5 1 and new 5C Cycocel at 2.5 1 in 200 l.,Starane 2,1,0.5,l/ha,200,l/ha,
7669,W/RN/3,1994,Winter rye second test crop R:,01-May-94,Vindex at LN4 1 with Starane 2 at 0.5 1 and new 5C Cycocel at 2.5 1 in 200 l.,New 5C Cycocel,1,2.5,l/ha,200,l/ha,
7670,W/RN/3,1994,Winter rye second test crop R:,29-May-94,Radar at 0.5 1 in 200 l.,Radar,1,0.50,l/ha,200,l/ha,
7671,W/RN/3,1994,Winter rye second test crop R:,09-Aug-94,combine harvested.,Combine harvested,1,,,,,
7672,W/RN/3,1995,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,30-Aug-94,Roundup Biactive at 4.0 1 in 200 l.,Roundup Biactive,1,4.0,l/ha,200,l/ha,
7673,W/RN/3,1995,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,05-Sep-94,ploughed.,Ploughed,1,,,,,
7674,W/RN/3,1995,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,23-Sep-94,"LN1 and LLN1 only: 27% N at 278 kg, rotary harrowed, 50% Rossa meadow fescue and 50% Beret Timothy mixture drilled at 30 kg.",LN1 and LLN1 only: 27% N,1,,,278,kg/ha,
7674,W/RN/3,1995,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,23-Sep-94,"LN1 and LLN1 only: 27% N at 278 kg, rotary harrowed, 50% Rossa meadow fescue and 50% Beret Timothy mixture drilled at 30 kg.",LN1 and LLN1 only: rotary harrowed,1,,,,,
7674,W/RN/3,1995,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,23-Sep-94,"LN1 and LLN1 only: 27% N at 278 kg, rotary harrowed, 50% Rossa meadow fescue and 50% Beret Timothy mixture drilled at 30 kg.",LN1 and LLN1 only: 50% Rossa meadow fescue and 50% Beret Timothy mixture drilled,1,30,kg,,,
7675,W/RN/3,1995,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,23-Sep-94,"LC1 and LLC1 only: 27% N at 185 kg, rotary harrowed, 40% Rossa meadow fescue, 48% Beret RVP Timothy and 12% Huia white clover mixture drilled at 30 kg.",LC1 and LLC1 only: 27.0% N,1,,,185,kg/ha,
7675,W/RN/3,1995,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,23-Sep-94,"LC1 and LLC1 only: 27% N at 185 kg, rotary harrowed, 40% Rossa meadow fescue, 48% Beret RVP Timothy and 12% Huia white clover mixture drilled at 30 kg.",Rotary harrowed,1,,,,,
7675,W/RN/3,1995,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,23-Sep-94,"LC1 and LLC1 only: 27% N at 185 kg, rotary harrowed, 40% Rossa meadow fescue, 48% Beret RVP Timothy and 12% Huia white clover mixture drilled at 30 kg.","40% Rossa meadow fescue, 48% Beret RVP Timothy and 12% Huia white clover mixture drilled",1,30,kg,,,
